"Word"	"Pronunciation"	"Audio"	"Parts Of Speech"	"Meaning"	"Examples"	"Picture"	"Word Reference"
"potent"	"potent.ipa"	"potent.mp3"	"ADJ."	"powerful; persuasive; greatly influential"	"Looking at the expiration date on the cough syrup bottle, we wondered whether the medication would still be potent.potency, N"	"potent.png"	"https://www.wordreference.com/definition/potent"
"potentate"	"potentate.ipa"	"potentate.mp3"	"N."	"monarch; sovereign"	"The potentate spent more time at Monte Carlo than he did at home on his throne"	"potentate.png"	"https://www.wordreference.com/definition/potentate"
"potential"	"potential.ipa"	"potential.mp3"	"ADJ."	"having the capacity to become something"	"The Bay Area Country Dance Society launched a publicity campaign in hopes of attracting a new crop of potential dancers.also N"	"potential.png"	"https://www.wordreference.com/definition/potential"
"practicable"	"practicable.ipa"	"practicable.mp3"	"ADJ."	"feasible"	"The board of directors decided that the plan was practicable and agreed to undertake the project"	"practicable.png"	"https://www.wordreference.com/definition/practicable"
"practical"	"practical.ipa"	"practical.mp3"	"ADJ."	"based on experience; useful; feasible"	"While the School of Education offers morning classes on educational theory, its afternoon program consists of student-teaching assignments that provide participants with practical, hands-on experience in the classroom"	"practical.png"	"https://www.wordreference.com/definition/practical"
"pragmatic"	"pragmatic.ipa"	"pragmatic.mp3"	"ADJ."	"practical (as opposed to idealistic); concerned with the practical worth or impact of something"	"This coming trip to France should provide me with a pragmatic test of the value of my conversational French class"	"pragmatic.png"	"https://www.wordreference.com/definition/pragmatic"
"pragmatist"	"pragmatist.ipa"	"pragmatist.mp3"	"N."	"practical person"	"No pragmatist enjoys becoming involved in a game that he can never win"	"pragmatist.png"	"https://www.wordreference.com/definition/pragmatist"
"precarious"	"precarious.ipa"	"precarious.mp3"	"ADJ."	"uncertain; risky"	"Saying the stock was currently overpriced and would be a precarious investment, the broker advised her client against purchasing it"	"precarious.png"	"https://www.wordreference.com/definition/precarious"
"precedent"	"precedent.ipa"	"precedent.mp3"	"N."	"something preceding in time that may be used as an authority or guide for future action; an earlier occurrence"	"The law professor asked Jill to state which famous case served as a precedent for the court&rsquo;s decision in Brown II.precede, V"	"precedent.png"	"https://www.wordreference.com/definition/precedent"
"precept"	"precept.ipa"	"precept.mp3"	"N."	"practical rule guiding conduct"	"&ldquo;Love thy neighbor as thyself&rdquo; is a worthwhile precept"	"precept.png"	"https://www.wordreference.com/definition/precept"
"precipitate"	"precipitate.ipa"	"precipitate.mp3"	"ADJ."	"rash; premature; hasty; sudden"	"Though I was angry enough to resign on the spot, I had enough sense to keep myself from quitting a job in such a precipitate fashion"	"precipitate.png"	"https://www.wordreference.com/definition/precipitate"
"precipitate(2)"	"precipitate.ipa"	"precipitate.mp3"	"V."	"throw headlong; hasten"	"The removal of American political support appeared to have precipitated the downfall of the Marcos regime"	"precipitate.png"	"https://www.wordreference.com/definition/precipitate"
"precipitous"	"precipitous.ipa"	"precipitous.mp3"	"ADJ."	"steep; overhasty"	"This hill is difficult to climb because it is so precipitous; one slip, and our descent will be precipitous as well"	"precipitous.png"	"https://www.wordreference.com/definition/precipitous"
"précis"	"précis.ipa"	"précis.mp3"	"N."	"concise summing up of main points"	"Before making her presentation at the conference, Ellen wrote a neat pr&eacute;cis of the major elements she would cover"	"précis.png"	"https://www.wordreference.com/definition/précis"
"precise"	"precise.ipa"	"precise.mp3"	"ADJ."	"exact"	"If you don&rsquo;t give me precise directions and a map, I&rsquo;ll never find your place"	"precise.png"	"https://www.wordreference.com/definition/precise"
"preclude"	"preclude.ipa"	"preclude.mp3"	"V."	"make impossible; eliminate"	"The fact that the band was already booked to play in Hollywood on New Year&rsquo;s Eve precluded their accepting the offer of a New Year&rsquo;s Eve gig in London"	"preclude.png"	"https://www.wordreference.com/definition/preclude"
"precocious"	"precocious.ipa"	"precocious.mp3"	"ADJ."	"advanced in development"	"Listening to the grown-up way the child discussed serious topics, we couldn&rsquo;t help remarking how precocious she was.precocity, N"	"precocious.png"	"https://www.wordreference.com/definition/precocious"
"precursor"	"precursor.ipa"	"precursor.mp3"	"N."	"forerunner"	"Though Gray and Burns share many traits with the Romantic poets who followed them, most critics consider them precursors of the Romantic Movement, not true Romantics"	"precursor.png"	"https://www.wordreference.com/definition/precursor"
"predator"	"predator.ipa"	"predator.mp3"	"N."	"creature that seizes and devours another animal; person who robs or exploits others"	"Not just cats, but a wide variety of predators&mdash;owls, hawks, weasels, foxes&mdash;catch mice for dinner.A carnivore is by definition predatory, for he preys on weaker creatures.predation, N"	"predator.png"	"https://www.wordreference.com/definition/predator"
"predecessor"	"predecessor.ipa"	"predecessor.mp3"	"N."	"former occupant of a post"	"I hope I can live up to the fine example set by my late predecessor in this office"	"predecessor.png"	"https://www.wordreference.com/definition/predecessor"
"predetermine"	"predetermine.ipa"	"predetermine.mp3"	"V."	"predestine; settle or decide beforehand; influence markedly"	"Romeo and Juliet believed that Fate had predetermined their meeting.Bea gathered estimates from caterers, florists, and stationers so that she could predetermine the costs of holding a catered buffet.Philip&rsquo;s love of athletics predetermined his choice of a career in sports marketing"	"predetermine.png"	"https://www.wordreference.com/definition/predetermine"
"predicament"	"predicament.ipa"	"predicament.mp3"	"N."	"tricky or dangerous situation; dilemma"	"Tied to the railroad tracks by the villain, Pauline strained against her bonds.How would she escape from this terrible predicament?"	"predicament.png"	"https://www.wordreference.com/definition/predicament"
"predilection"	"predilection.ipa"	"predilection.mp3"	"N."	"partiality; preference"	"Although the artist used various media from time to time, she had a predilection for watercolors"	"predilection.png"	"https://www.wordreference.com/definition/predilection"
"predispose"	"predispose.ipa"	"predispose.mp3"	"V."	"give an inclination toward; make susceptible to"	"Oleg&rsquo;s love of dressing up his big sister&rsquo;s Barbie doll may have predisposed him to become a fashion designer.Genetic influences apparently predispose people to certain forms of cancer.predisposition, N"	"predispose.png"	"https://www.wordreference.com/definition/predispose"
"preeminent"	"preeminent.ipa"	"preeminent.mp3"	"ADJ."	"outstanding; superior"	"The king traveled to Boston because he wanted the preeminent surgeon in the field to perform the operation"	"preeminent.png"	"https://www.wordreference.com/definition/preeminent"
"preempt"	"preempt.ipa"	"preempt.mp3"	"V."	"head off; forestall by acting first; appropriate for oneself; supplant"	"Hoping to preempt any attempts by the opposition to make educational reform a hot political issue, the candidate set out her own plan to revitalize the public schools.preemptive, ADJ"	"preempt.png"	"https://www.wordreference.com/definition/preempt"
"prefatory"	"prefatory.ipa"	"prefatory.mp3"	"ADJ."	"introductory"	"The chairman made a few prefatory remarks before he called on the first speaker"	"prefatory.png"	"https://www.wordreference.com/definition/prefatory"
"prelude"	"prelude.ipa"	"prelude.mp3"	"N."	"introduction; forerunner"	"In its violent confrontations of pro-slavery and anti-slavery factions, the border war known as &ldquo;Bleeding Kansas&rdquo; was a prelude to the American Civil War"	"prelude.png"	"https://www.wordreference.com/definition/prelude"
"premeditate"	"premeditate.ipa"	"premeditate.mp3"	"V."	"plan in advance"	"She had premeditated the murder for months, reading about common poisons and buying weed killer that contained arsenic"	"premeditate.png"	"https://www.wordreference.com/definition/premeditate"
"premise"	"premise.ipa"	"premise.mp3"	"N."	"assumption; postulate"	"On the premise that there&rsquo;s no fool like an old fool, P.T.Barnum hired a 90-year-old clown for his circus"	"premise.png"	"https://www.wordreference.com/definition/premise"
"premonition"	"premonition.ipa"	"premonition.mp3"	"N."	"forewarning"	"We ignored these premonitions of disaster because they appeared to be based on childish fears"	"premonition.png"	"https://www.wordreference.com/definition/premonition"
"premonitory"	"premonitory.ipa"	"premonitory.mp3"	"ADJ."	"serving to warn"	"You should have visited a doctor as soon as you felt these premonitory chest pains"	"premonitory.png"	"https://www.wordreference.com/definition/premonitory"
"preponderance"	"preponderance.ipa"	"preponderance.mp3"	"N."	"superiority of power, quantity, etc"	"The rebels sought to overcome the preponderance of strength of the government forces by engaging in guerrilla tactics.preponderate, V.preponderant, ADJ"	"preponderance.png"	"https://www.wordreference.com/definition/preponderance"
"preposterous"	"preposterous.ipa"	"preposterous.mp3"	"ADJ."	"absurd; ridiculous"	"When the candidate tried to downplay his youthful experiments with marijuana by saying he hadn&rsquo;t inhaled, we all thought, &ldquo;What a preposterous excuse!&rdquo;"	"preposterous.png"	"https://www.wordreference.com/definition/preposterous"
"prerogative"	"prerogative.ipa"	"prerogative.mp3"	"N."	"privilege; unquestionable right"	"The President cannot levy taxes; that is the prerogative of the legislative branch of government"	"prerogative.png"	"https://www.wordreference.com/definition/prerogative"
"presage"	"presage.ipa"	"presage.mp3"	"V."	"foretell"	"The vultures flying overhead presaged the presence of something dead"	"presage.png"	"https://www.wordreference.com/definition/presage"
"prescience"	"prescience.ipa"	"prescience.mp3"	"N."	"ability to foretell the future"	"Given the current wave of Japan-bashing, it does not take prescience for me to foresee problems in our future trade relations with Japan"	"prescience.png"	"https://www.wordreference.com/definition/prescience"
"presentiment"	"presentiment.ipa"	"presentiment.mp3"	"N."	"feeling something will happen; anticipatory fear; premonition"	"Saying goodbye at the airport, Jack had a sudden presentiment that this was the last time he would see Jill"	"presentiment.png"	"https://www.wordreference.com/definition/presentiment"
"prestige"	"prestige.ipa"	"prestige.mp3"	"N."	"impression produced by achievements or reputation"	"Many students want to go to Harvard University, not for the education offered, but for the prestige of Harvard&rsquo;s name.prestigious, ADJ"	"prestige.png"	"https://www.wordreference.com/definition/prestige"
"presume"	"presume.ipa"	"presume.mp3"	"V."	"take for granted; assume to be true without proof"	"Just because you are my nephew, don&rsquo;t presume there&rsquo;s a job waiting for you in the family firm"	"presume.png"	"https://www.wordreference.com/definition/presume"
"presumptuous"	"presumptuous.ipa"	"presumptuous.mp3"	"ADJ."	"arrogant; taking liberties"	"It seems presumptuous for one so relatively new to the field to challenge the conclusions of its leading experts.presumption, N"	"presumptuous.png"	"https://www.wordreference.com/definition/presumptuous"
"pretentious"	"pretentious.ipa"	"pretentious.mp3"	"ADJ."	"ostentatious; pompous; making unjustified claims; overambitious"	"The other prize winner isn&rsquo;t wearing her medal; isn&rsquo;t it a bit pretentious of you to wear yours?"	"pretentious.png"	"https://www.wordreference.com/definition/pretentious"
"preternatural"	"preternatural.ipa"	"preternatural.mp3"	"ADJ."	"beyond that which is normal in nature"	"John&rsquo;s mother&rsquo;s total ability to tell when he was Iying struck him as almost preternatural"	"preternatural.png"	"https://www.wordreference.com/definition/preternatural"
"pretext"	"pretext.ipa"	"pretext.mp3"	"N."	"excuse"	"She looked for a good pretext to get out of paying a visit to her aunt"	"pretext.png"	"https://www.wordreference.com/definition/pretext"
"prevail"	"prevail.ipa"	"prevail.mp3"	"V."	"induce; triumph over"	"He tried to prevail on her to proofread his essay for him"	"prevail.png"	"https://www.wordreference.com/definition/prevail"
"prevalent"	"prevalent.ipa"	"prevalent.mp3"	"ADJ."	"widespread; generally accepted"	"A radical committed to social change, Reed had no patience with the conservative views prevalent in the America of his day"	"prevalent.png"	"https://www.wordreference.com/definition/prevalent"
"prevaricate"	"prevaricate.ipa"	"prevaricate.mp3"	"V."	"lie"	"Some people believe that to prevaricate in a good cause is justifiable and regard the statement as a &ldquo;white lie.&rdquo;"	"prevaricate.png"	"https://www.wordreference.com/definition/prevaricate"
"prey"	"prey.ipa"	"prey.mp3"	"N."	"target of a hunt; victim"	"In Stalking the Wild Asparagus, Euell Gibbons has as his prey not wild beasts but wild plants.also V"	"prey.png"	"https://www.wordreference.com/definition/prey"
"primordial"	"primordial.ipa"	"primordial.mp3"	"ADJ."	"existing at the beginning (of time); rudimentary"	"The Neanderthal Man is one of our primordial ancestors"	"primordial.png"	"https://www.wordreference.com/definition/primordial"
"pristine"	"pristine.ipa"	"pristine.mp3"	"ADJ."	"characteristic of earlier times; primitive, unspoiled"	"This area has been preserved in all its pristine wildness"	"pristine.png"	"https://www.wordreference.com/definition/pristine"
"privation"	"privation.ipa"	"privation.mp3"	"N."	"hardship; want"	"In his youth, he knew hunger and privation"	"privation.png"	"https://www.wordreference.com/definition/privation"
"probe"	"probe.ipa"	"probe.mp3"	"V."	"explore with tools"	"The surgeon probed the wound for foreign matter before suturing it.also N"	"probe.png"	"https://www.wordreference.com/definition/probe"
"probity"	"probity.ipa"	"probity.mp3"	"N."	"uprightness; incorruptibility"	"Everyone took his probity for granted; his indictment for embezzlement, therefore, shocked us all"	"probity.png"	"https://www.wordreference.com/definition/probity"
"problematic"	"problematic.ipa"	"problematic.mp3"	"ADJ."	"doubtful; unsettled; questionable; perplexing"	"Given the way building costs have exceeded estimates for the job, whether the arena will ever be completed is problematic"	"problematic.png"	"https://www.wordreference.com/definition/problematic"
"proclivity"	"proclivity.ipa"	"proclivity.mp3"	"N."	"inclination; natural tendency"	"Watching the two-year-old voluntarily put away his toys, I was amazed by his proclivity for neatness"	"proclivity.png"	"https://www.wordreference.com/definition/proclivity"
"procrastinate"	"procrastinate.ipa"	"procrastinate.mp3"	"V."	"postpone; delay or put off"	"Looking at four years of receipts and checks he still had to sort through, Bob was truly sorry he had procrastinated for so long and had not finished filing his taxes long ago"	"procrastinate.png"	"https://www.wordreference.com/definition/procrastinate"
"procurement"	"procurement.ipa"	"procurement.mp3"	"N."	"obtaining"	"The company has a large budget for the procurement of office supplies"	"procurement.png"	"https://www.wordreference.com/definition/procurement"
"prod"	"prod.ipa"	"prod.mp3"	"V."	"poke; stir up; urge"	"If you prod him hard enough, he&rsquo;ll eventually clean his room"	"prod.png"	"https://www.wordreference.com/definition/prod"
"prodigal"	"prodigal.ipa"	"prodigal.mp3"	"ADJ."	"wasteful; reckless with money"	"Don&rsquo;t be so prodigal spending my money; when you&rsquo;ve earned some money, you can waste as much of it as you want! also N"	"prodigal.png"	"https://www.wordreference.com/definition/prodigal"
"prodigious"	"prodigious.ipa"	"prodigious.mp3"	"ADJ."	"marvelous; enormous"	"Watching the champion weight lifter heave the weighty barbell to shoulder height and then boost it overhead, we marveled at his prodigious strength"	"prodigious.png"	"https://www.wordreference.com/definition/prodigious"
"prodigy"	"prodigy.ipa"	"prodigy.mp3"	"N."	"highly gifted child; marvel"	"Menuhin was a prodigy, performing wonders on his violin when he was barely eight years old"	"prodigy.png"	"https://www.wordreference.com/definition/prodigy"
"profane"	"profane.ipa"	"profane.mp3"	"V."	"violate; desecrate; treat unworthily"	"The members of the mysterious Far Eastern cult sought to kill the British explorer because he had profaned the sanctity of their holy goblet by using it as an ashtray.also ADJ"	"profane.png"	"https://www.wordreference.com/definition/profane"
"profligate"	"profligate.ipa"	"profligate.mp3"	"ADJ."	"dissipated; wasteful; wildly immoral"	"Although surrounded by wild and profligate companions, she managed to retain some sense of decency.also N.profligacy, N"	"profligate.png"	"https://www.wordreference.com/definition/profligate"
"profound"	"profound.ipa"	"profound.mp3"	"ADJ."	"deep; not superficial; complete"	"Freud&rsquo;s remarkable insights into human behavior caused his fellow scientists to honor him as a profound thinker.profundity, N"	"profound.png"	"https://www.wordreference.com/definition/profound"
"profusion"	"profusion.ipa"	"profusion.mp3"	"N."	"overabundance; lavish expenditure; excess"	"Freddy was so overwhelmed by the profusion of choices on the menu that he knocked over his wine glass and soaked his host.He made profuse apologies to his host, the waiter, the busboy, the people at the next table, and the man in the men&rsquo;s room giving out paper towels"	"profusion.png"	"https://www.wordreference.com/definition/profusion"
"progenitor"	"progenitor.ipa"	"progenitor.mp3"	"N."	"ancestor"	"The Roth family, whose progenitors emigrated from Germany early in the nineteenth century, settled in Peru, Illinois"	"progenitor.png"	"https://www.wordreference.com/definition/progenitor"
"progeny"	"progeny.ipa"	"progeny.mp3"	"N."	"children; offspring"	"He was proud of his progeny in general, but regarded George as the most promising of all his children"	"progeny.png"	"https://www.wordreference.com/definition/progeny"
"prognosis"	"prognosis.ipa"	"prognosis.mp3"	"N."	"forecasted course of a disease; prediction"	"If the doctor&rsquo;s prognosis is correct, the patient will be in a coma for at least twenty-four hours"	"prognosis.png"	"https://www.wordreference.com/definition/prognosis"
"prognosticate"	"prognosticate.ipa"	"prognosticate.mp3"	"V."	"predict"	"Although some economists prognosticated the imminent failure of the Social Security system, Senator Sanders maintained the system was nowhere near going broke"	"prognosticate.png"	"https://www.wordreference.com/definition/prognosticate"
"prohibitive"	"prohibitive.ipa"	"prohibitive.mp3"	"ADJ."	"tending to prevent the purchase or use of something; inclined to prevent or forbid"	"Susie wanted to buy a new Volvo but had to settle for a used Dodge because the new car&rsquo;s price was prohibitive.prohibition, N"	"prohibitive.png"	"https://www.wordreference.com/definition/prohibitive"
"projectile"	"projectile.ipa"	"projectile.mp3"	"N."	"missile"	"Man has always hurled projectiles at his enemy whether in the form of stones or of highly explosive shells"	"projectile.png"	"https://www.wordreference.com/definition/projectile"
"proletarian"	"proletarian.ipa"	"proletarian.mp3"	"N."	"member of the working class; blue collar guy"	"&ldquo;Workers of the world, unite! You have nothing to lose but your chains&rdquo; is addressed to proletarians, not preppies.also ADJ.proletariat, N"	"proletarian.png"	"https://www.wordreference.com/definition/proletarian"
"proliferate"	"proliferate.ipa"	"proliferate.mp3"	"V."	"grow rapidly; spread; multiply"	"Times of economic hardship inevitably encourage countless get-rich-quick schemes to proliferate.proliferation, N"	"proliferate.png"	"https://www.wordreference.com/definition/proliferate"
"prolific"	"prolific.ipa"	"prolific.mp3"	"ADJ."	"abundantly fruitful"	"She was a prolific writer who produced as many as three books a year"	"prolific.png"	"https://www.wordreference.com/definition/prolific"
"prolixity"	"prolixity.ipa"	"prolixity.mp3"	"N."	"tedious wordiness; verbosity"	"A writer who suffers from prolixity tells his readers everything they never wanted to know about his subject (or were too bored to ask).prolix, ADJ"	"prolixity.png"	"https://www.wordreference.com/definition/prolixity"
"prologue"	"prologue.ipa"	"prologue.mp3"	"N."	"introduction (to a poem or play)"	"In the prologue to Romeo and Juliet, Shakespeare introduces the audience to the feud between the Montagues and the Capulets"	"prologue.png"	"https://www.wordreference.com/definition/prologue"
"prolong"	"prolong.ipa"	"prolong.mp3"	"V."	"extend; draw out; lengthen"	"In their determination to discover ways to prolong human life, doctors fail to take into account that longer lives are not always happier ones"	"prolong.png"	"https://www.wordreference.com/definition/prolong"
"prominent"	"prominent.ipa"	"prominent.mp3"	"ADJ."	"conspicuous; notable; protruding"	"Have you ever noticed that Prince Charles&rsquo;s prominent ears make him resemble the big-eared character in Mad comics?"	"prominent.png"	"https://www.wordreference.com/definition/prominent"
"promiscuous"	"promiscuous.ipa"	"promiscuous.mp3"	"ADJ."	"mixed indiscriminately; haphazard; irregular, particularly sexually"	"In the opera La Boh&egrave;me, we get a picture of the promiscuous life led by the young artists of Paris.promiscuity, N"	"promiscuous.png"	"https://www.wordreference.com/definition/promiscuous"
"promote"	"promote.ipa"	"promote.mp3"	"V."	"help to flourish; advance in rank; publicize"	"Founder of the Children&rsquo;s Defense Fund, Marian Wright Edelman ceaselessly promotes the welfare of young people everywhere"	"promote.png"	"https://www.wordreference.com/definition/promote"
"prompt"	"prompt.ipa"	"prompt.mp3"	"V."	"cause; provoke; provide a cue for an actor"	"Whatever prompted you to ask for such a big piece of cake when you&rsquo;re on a diet?"	"prompt.png"	"https://www.wordreference.com/definition/prompt"
"promulgate"	"promulgate.ipa"	"promulgate.mp3"	"V."	"proclaim a doctrine or law; make known by official publication"	"When Moses came down from the mountaintop prepared to promulgate God&rsquo;s commandments, he was appalled to discover his followers worshipping a golden calf"	"promulgate.png"	"https://www.wordreference.com/definition/promulgate"
"prone"	"prone.ipa"	"prone.mp3"	"ADJ."	"inclined to; prostrate"	"She was prone to sudden fits of anger during which she would lie prone on the floor, screaming and kicking her heels"	"prone.png"	"https://www.wordreference.com/definition/prone"
"propagate"	"propagate.ipa"	"propagate.mp3"	"V."	"multiply; spread"	"Since bacteria propagate more quickly in unsanitary environments, it is important to keep hospital rooms clean"	"propagate.png"	"https://www.wordreference.com/definition/propagate"
"propensity"	"propensity.ipa"	"propensity.mp3"	"N."	"natural inclination"	"Convinced of his own talent, Sol has an unfortunate propensity to belittle the talents of others"	"propensity.png"	"https://www.wordreference.com/definition/propensity"
"prophetic"	"prophetic.ipa"	"prophetic.mp3"	"ADJ."	"having to do with predicting the future"	"In interpreting Pharaoh&rsquo;s prophetic dream, Joseph said that the seven fat cows eaten by the seven lean cows represented seven years of plenty followed by seven years of famine.prophecy, N"	"prophetic.png"	"https://www.wordreference.com/definition/prophetic"
"prophylactic"	"prophylactic.ipa"	"prophylactic.mp3"	"ADJ."	"used to prevent disease"	"Despite all prophylactic measures introduced by the authorities, the epidemic raged until cool weather set in.prophylaxis, N"	"prophylactic.png"	"https://www.wordreference.com/definition/prophylactic"
"propitiate"	"propitiate.ipa"	"propitiate.mp3"	"V."	"appease"	"The natives offered sacrifices to propitiate the gods"	"propitiate.png"	"https://www.wordreference.com/definition/propitiate"
"propitious"	"propitious.ipa"	"propitious.mp3"	"ADJ."	"favorable; fortunate; advantageous"	"Chloe consulted her horoscope to see whether Tuesday would be a propitious day to dump her boyfriend"	"propitious.png"	"https://www.wordreference.com/definition/propitious"
"proponent"	"proponent.ipa"	"proponent.mp3"	"N."	"supporter; backer; opposite of"	"In the Senate, proponents of the universal health care measure lobbied to gain additional support for the controversial legislation"	"proponent.png"	"https://www.wordreference.com/definition/proponent"
"propound"	"propound.ipa"	"propound.mp3"	"V."	"put forth for analysis"	"In the early twentieth century, Albert Einstein propounded the general theory of relativity, one of the two pillars of modern physics"	"propound.png"	"https://www.wordreference.com/definition/propound"
"propriety"	"propriety.ipa"	"propriety.mp3"	"N."	"fitness; correct conduct"	"Miss Manners counsels her readers so that they may behave with propriety in any social situation and not embarrass themselves"	"propriety.png"	"https://www.wordreference.com/definition/propriety"
"prosaic"	"prosaic.ipa"	"prosaic.mp3"	"ADJ."	"dull and unimaginative; matter-of-fact; factual"	"Though the ad writers had come up with a highly creative campaign to publicize the company&rsquo;s newest product, the head office rejected it for a more prosaic, down-to-earth approach"	"prosaic.png"	"https://www.wordreference.com/definition/prosaic"
"proscribe"	"proscribe.ipa"	"proscribe.mp3"	"V."	"ostracize; banish; outlaw"	"Antony, Octavius, and Lepidus proscribed all those who had conspired against Julius Caesar"	"proscribe.png"	"https://www.wordreference.com/definition/proscribe"
"proselytize"	"proselytize.ipa"	"proselytize.mp3"	"V."	"induce someone to convert to a religion or belief"	"In these interfaith meetings, there must be no attempt to proselytize; we must respect all points of view"	"proselytize.png"	"https://www.wordreference.com/definition/proselytize"
"prosperity"	"prosperity.ipa"	"prosperity.mp3"	"N."	"good fortune; financial success; physical well-being"	"Promising to stay together &ldquo;for richer, for poorer,&rdquo; the newlyweds vowed to be true to one another in prosperity and hardship alike"	"prosperity.png"	"https://www.wordreference.com/definition/prosperity"
"prostrate"	"prostrate.ipa"	"prostrate.mp3"	"V."	"stretch out full on ground"	"He prostrated himself before the idol.also ADJ"	"prostrate.png"	"https://www.wordreference.com/definition/prostrate"
"protean"	"protean.ipa"	"protean.mp3"	"ADJ."	"versatile; able to take on many forms"	"A remarkably protean actor, Alec Guinness could take on any role"	"protean.png"	"https://www.wordreference.com/definition/protean"
"protégé"	"protégé.ipa"	"protégé.mp3"	"N."	"person receiving protection and support from a patron"	"Born with an independent spirit, Cyrano de Bergerac refused to be a prot&eacute;g&eacute; of Cardinal Richelieu"	"protégé.png"	"https://www.wordreference.com/definition/protégé"
"protocol"	"protocol.ipa"	"protocol.mp3"	"N."	"diplomatic etiquette"	"We must run this state dinner according to protocol if we are to avoid offending any of our guests"	"protocol.png"	"https://www.wordreference.com/definition/protocol"
"prototype"	"prototype.ipa"	"prototype.mp3"	"N."	"original work used as a model by others"	"The crude bulky computer on display in this museum is the prototype of the sleek, miniature models in use today"	"prototype.png"	"https://www.wordreference.com/definition/prototype"
"protract"	"protract.ipa"	"protract.mp3"	"V."	"prolong"	"Seeking to delay the union members&rsquo; vote, the management team tried to protract the negotiations endlessly, but the union representatives saw through their strategy"	"protract.png"	"https://www.wordreference.com/definition/protract"
"protrude"	"protrude.ipa"	"protrude.mp3"	"V."	"stick out"	"His fingers protruded from the holes in his gloves"	"protrude.png"	"https://www.wordreference.com/definition/protrude"
"provenance"	"provenance.ipa"	"provenance.mp3"	"N."	"origin or source of something"	"Feliciano&rsquo;s book, Lost Museum: The Nazi Conspiracy to Steal the World&rsquo;s Greatest Works of Art, traced the provenance of stolen, post-war art and led to thousands of works of art being restored to museum collections"	"provenance.png"	"https://www.wordreference.com/definition/provenance"
"provident"	"provident.ipa"	"provident.mp3"	"ADJ."	"displaying foresight; thrifty; preparing for emergencies"	"In his usual provident manner, he had insured himself against this type of loss"	"provident.png"	"https://www.wordreference.com/definition/provident"
"provincial"	"provincial.ipa"	"provincial.mp3"	"ADJ."	"pertaining to a province; limited in outlook; unsophisticated"	"As provincial governor, Sir Henry administered the Queen&rsquo;s law in his remote corner of Canada.Caught up in local problems, out of touch with London news, he became sadly provincial"	"provincial.png"	"https://www.wordreference.com/definition/provincial"
"provisional"	"provisional.ipa"	"provisional.mp3"	"ADJ."	"tentative"	"Kim&rsquo;s acceptance as an American Express cardholder was provisional: before issuing her a card, American Express wanted to check her employment record and credit history"	"provisional.png"	"https://www.wordreference.com/definition/provisional"
"proviso"	"proviso.ipa"	"proviso.mp3"	"N."	"stipulation"	"I am ready to accept your proposal with the proviso that you meet your obligations within the next two weeks"	"proviso.png"	"https://www.wordreference.com/definition/proviso"
"provocative"	"provocative.ipa"	"provocative.mp3"	"ADJ."	"arousing anger or interest; annoying"	"In a typically provocative act, the bully kicked sand into the weaker man&rsquo;s face.provoke, V.provocation, N"	"provocative.png"	"https://www.wordreference.com/definition/provocative"
"prowess"	"prowess.ipa"	"prowess.mp3"	"N."	"extraordinary ability; military bravery"	"Performing triple axels and double lutzes at the age of six, the young figure skater was world famous for her prowess on the ice"	"prowess.png"	"https://www.wordreference.com/definition/prowess"
"proximity"	"proximity.ipa"	"proximity.mp3"	"N."	"nearness"	"Blind people sometimes develop a compensatory ability to sense the proximity of objects around them"	"proximity.png"	"https://www.wordreference.com/definition/proximity"
"proxy"	"proxy.ipa"	"proxy.mp3"	"N."	"authorized agent"	"Please act as my proxy and vote for this slate of candidates in my absence"	"proxy.png"	"https://www.wordreference.com/definition/proxy"
"prude"	"prude.ipa"	"prude.mp3"	"N."	"excessively modest or proper person"	"The X-rated film was definitely not for prudes"	"prude.png"	"https://www.wordreference.com/definition/prude"
"prudent"	"prudent.ipa"	"prudent.mp3"	"ADJ."	"cautious; careful"	"A miser hoards money not because he is prudent but because he is greedy.prudence, N"	"prudent.png"	"https://www.wordreference.com/definition/prudent"
"prune"	"prune.ipa"	"prune.mp3"	"V."	"cut away; trim"	"With the help of her editor, she was able to prune her manuscript into publishable form"	"prune.png"	"https://www.wordreference.com/definition/prune"
"pry"	"pry.ipa"	"pry.mp3"	"V."	"inquire impertinently; use leverage to raise or open something"	"Though Nora claimed she didn&rsquo;t mean to pry, everyone knew she was just plain nosy.With a crowbar Long John Silver pried up the lid of the treasure chest"	"pry.png"	"https://www.wordreference.com/definition/pry"
"pseudonym"	"pseudonym.ipa"	"pseudonym.mp3"	"N."	"pen name"	"Samuel Clemens&rsquo; pseudonym was Mark Twain"	"pseudonym.png"	"https://www.wordreference.com/definition/pseudonym"
"psyche"	"psyche.ipa"	"psyche.mp3"	"N."	"soul; mind"	"It is difficult to delve into the psyche of a human being"	"psyche.png"	"https://www.wordreference.com/definition/psyche"
"puerile"	"puerile.ipa"	"puerile.mp3"	"ADJ."	"childish"	"His puerile pranks sometimes offended his more mature friends"	"puerile.png"	"https://www.wordreference.com/definition/puerile"
"pugnacity"	"pugnacity.ipa"	"pugnacity.mp3"	"N."	"combativeness; disposition to fight"	"&ldquo;Put up your dukes!&rdquo; he cried, making a fist to show his pugnacity.pugnacious, ADJ"	"pugnacity.png"	"https://www.wordreference.com/definition/pugnacity"
